text,label
i just swallowed everything in the medicine cabinet.,imminent
The knife is againsu my wrist. I'm ready.,imminent
My friend invited me out and I actually wert. It felt good.,low
I had a minor setback but I used my coping strategies and got through it.,low
I know this sounds crazy but i've stopped caring about what happens to me.,high
I've been having nightmares almost every night. I needed someone to know.,medium
"I've been feeling this way for a while now. I'm not where I want to be yet, but I can see progress.",low
"I'm cutting deeper than before. I want it uh, to end.",imminent
I'm in the bathtub with the razor. This is the end.,imminent
My anxiety is gettinm worse. I had a panic attack yesterday.,medium
Feeling grateful today. My family has been supportive. Thank you for listening.,low
"This is my final call. um, I wanted to say goodbye.",imminent
i've been journaling like you suggested. it helps me process things.,low
Things have gotten worse since last week. I don't see any point in continuing. Nothing ever gets better.,high
My chest feels tight all the time from the anxiety.,medium
Feeling grateful today. My family has been supportive. Thank you for listening.,low
I've been sleeping better lately. The routine is working. I don't know what to do.,low
My relationship is falling apart and I feel so lost. I don't know what to do.,medium
"After what happened yesterday, I feel like I'm drowning and no one notices.",medium
Had a good day today. Just needed someone to share that with. I needed someone to know.,low
My chest feels tight all the time from the anxiety.,medium
I don't usually call but I had to talk to someone. I hurt myself yesterday just to feel something.,high
I know this sounds crazy but no one would even notice if i disappeared.,high
I need to tell someone that I feel stuck. Like nothing is ever going to change.,medium
"I cooked a meal for myself today. It's the uh, small things.",low
Today was actually a pretty good day. I wanted to share that. I just needed to say it out loud.,low
The new routine is working. I wake up feeling more rested.,low
I feel like I've already given up. I'm just going through the motions. I'm sorry for calling.,high
I don't know how to explain this but i've set a time. in one hour i won't be here.,imminent
I've already started the process. It's too late.,imminent
The medication adjustment seems to be helping. I feel more stable. I just needed to say it out loud.,low
Feeling grateful today. My family has been supportive.,low
I've never told anyone this but i'm holding the knife. i'm going to do it now.,imminent
I'm actually doing okay. Just wanted to hear a friendly voice. Thank you for listening.,low
My daughter visited this weekend. It really lifted my spirits. Does that make sense?,low
I don't know how to explain this but i feel like a failure and i can't fix it.,high
I know this sounds crazy but i've already started the process. it's too late.,imminent
I don't know how to explain this but i'm bleeding out. i don't want help. i want this.,imminent
i've been having nightmares almost every night.,medium
I've been giving away my things. I won't need them much longer.,high
This is goodbye. I've made my decision.,imminent
I woke up today and I don't enjoy things I used to anymore. Everything feels gray.,medium
I woke up today and I'm in the bathtub with the razor. This is the end.,imminent
I know this sounds crazy but i've stopped caring about what happens to me.,high
I'm scared to say this but i've stopped taking my medication. what's the point?,high
I know this sounds crazy but the knife is against my wrist. i'm ready.,imminent
I feel like I'm losing myself. I needed someone to know.,medium
I don't know how to explain this but i feel like a failure and i can't fix it.,high
I already cut my wrists. There's so much blood. I needed someone to know.,imminent
I know this sounds crazy but i snapped at my kids yesterday and i feel terrible about it.,medium
I don't usually call but I had to talk to someone. I'm scared about the future. Everything feels so uncertain.,medium
I need to tell someone that I've been having nightmares almost every night.,medium
I just wanted to check in. Things have been going okay this week.,low
I don't know how to explain this but just needed to hear a friendly voice. i'm doing okay though.,low
Every little thing feels like too much to handle right now.,medium
I know this sounds crazy but i pushed everyone away and now i'm completely alone.,high
"I've already started. I you know, don't think I can be saved.",imminent
I need to tell someone that I've been thinking about death a lot lately.,high
"I feel like I'm basically, losing myself.",medium
I don't usually call but I had to talk to someone. I hurt myself yesterday just to feel something.,high
The hopelessness is crushing. I can't breathe under the weight of it. I just needed to say it out loud.,high
I haven't been sleeping well. I keep waking up anxious in the middle of the night. Does that make sense?,medium
I feel trapped and I can't see any way out of this situation. I needed someone to know.,high
I've cut myself a few twmes this week.,high
i can't think of a single reason to keep living.,high
"Just checking in to I mean, say the strategies we discussed are working.",low
This is hard to say but i'm going to jump as soon as i hang up.,imminent
I feel like I'm drowning and no one notices. I just needed to say it out loud.,medium
"I've been you know, researching ways to end the pain permanently.",high
"I feel like I'm failing at everything - work, relationships, all of it.",medium
I keep crying and I don't even know why sometimes.,medium
i've been thinking about not being here anymore.,high
I'm actually doing okay. Just wanted to hear a friendly voice. Thank you for listening.,low
I'm learning to be kinder to myself. It's a process but I'm trying. I'm sorry for calling.,low
I've been stockpiling my pills. Just in case. I needed someone to know.,high
everyone would move on without me.,high
I've been having trouble eating. Nothing tastes good anymore. Thank you for listening.,medium
I woke up today and I've been having intrusive thoughts about harming myself.,high
My family doesn't know about this. I already cut my wrists. There's so much blood.,imminent
Things have gotten worse since last week. I've taken the pills. I'm starting to feel dizzy.,imminent
"I just took a you know, bunch of pills. I think I'm dying.",imminent
I'm standing on the cridge. I don't know why I called.,imminent
My family doesn't know about this. I feel like I'm letting everyone down.,medium
I snapped at my kids yesterday and I feel terrible about it.,medium
Thank you for always being here. It means a lot to know I can call. I just needed to say it out loud.,low
I feel stupid saying this but feeling calmer today. i took a walk like you suggested.,low
Things have gotten worse since last week. The hopelessness is crushing. I can't breathe under the weight of it.,high
I'm exhausted but my mind won't let me rest.,medium
financial stress is overwhelming me. i don't know what to do.,medium
I haven't been sleeping well. I keep waking up anxious in the middle of the night. Does that make sense?,medium
I'm tired of pretending to be okay.,high
"My therapist suggested I call when I feel overwhelmed. I'm I mean, practicing coping skills.",low
just checking in to say the strategies we discussed are working.,low
Every yay is torture. I can't do this anymore.,high
I'm managing my stress better now. The journaling is helping.,low
I don't know how to explain this but i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
just checking in to say the strategies we discussed are working.,low
I know this sounds crazy but no one would even notice if i disappeared.,high
My family doesn't know about this. Everyone would move on without me.,high
I'm actually doing okay. Just wanted to hear a friendly voice. Thank you for listening.,low
"I've been you know, researching ways to end the pain permanently.",high
I've been practicing what we talked about and it's getting easier.,low
I've never told anyone this but i keep crying and i don't even know why sometimes.,medium
"The new routine is working. I I mean, wake up feeling more rested.",low
i'm at the edge. one more step and it's over.,imminent
just checking in to say the strategies we discussed are working.,low
I've stopped caring about what happens to me.,high
"The group uh, therapy has been helpful. I don't feel so alone anymore.",low
I had a minor setback but I used my coping strategies and got through it.,low
"The sadness honestly, comes in waves and sometimes it's hard to function.",medium
"After what happened yesterday, I have the gun out. I'm loading it now.",imminent
Things have gotten worse since last week. I wanted to thank you. These calls have made a real difference.,low
"I keep um, crying and I don't even know why sometimes.",medium
"After what happened yesterday, I'm in my car with the exhaust running into it.",imminent
Things are looking up. I got some good news about my job application. I needed someone to know.,low
I feel like I'm losing myself. I needed someone to know.,medium
"This is my last call. I wanted someone to um, know I tried.",imminent
I've set a time. In one hour I won't be here. Does that make sense?,imminent
i'm going to jump as soon as i hang up.,imminent
I need to tell someone that I'm on the ledge right now. Please don't try to stop me.,imminent
"This is hard to say but i'm not where i want to be yet, but i can see progress.",low
I feel stupid saying this but i have the means right here. i'm going through with it.,imminent
My family doesn't know about this. I've been isolating myself from friends and family. I just don't have the energy.,medium
i have the gun out. i'm loading it now.,imminent
I don't want to exist anymore.,high
"I feel stuck. Like nothing is ever like, going to change.",medium
I'm managing my stress better now. The journaling is helping.,low
I need to tell someone that I feel trapped and I can't see any way out of this situation.,high
I just swallowed everything in the medicine cabinet. I just needed to say it out loud.,imminent
i've been practicing what we talked about and it's getting easier.,low
"I'm learning to be kinder to I mean, myself. It's a process but I'm trying.",low
I'm so tired all the time but I can't seem to rest properly.,medium
I have my car running in the garage. I'm so tired.,imminent
This is hard to say but every day is torture. i can't do this anymore.,high
I've been giving away my things. I won't need them much longer.,high
This is hard to say but i feel like i'm drowning and no one notices.,medium
I've been giving away my things. I won't need them much longer. Does that make sense?,high
I'm scared to say this but i made it through a tough week and i'm proud of myself.,low
My family doesn't know about this. I've already started. I don't think I can be saved.,imminent
i feel like i'm barely holding it together.,medium
the anxiety is more manageable now. i can recognize when it's starting.,low
My family doesn't know about this. I feel like I'm barely holding it together.,medium
I know this sounds crazy but i pushed everyone away and now i'm completely alone.,high
"The sadness honestly, comes in waves and sometimes it's hard to function.",medium
I've never told anyone this but some days getting out of bed feels impossible.,medium
I know this sounds crazy but i wanted to update you - i reconnected with an old friend this week.,low
I woke up today and My daughter visited this weekend. It really lifted my spirits.,low
I have nhe means right here. I'm going through with it.,imminent
I've been having nightmares almost every night. I needed someone to know.,medium
My friend invited me out and I actually went. It felt good. I don't know what to do.,low
"i'm not where i want to be yet, but i can see progress.",low
i've started writing goodbye letters.,high
"I'm going to drown myself. The uh, water is ready.",imminent
"I've been taking my medication regularly and I honestly, notice a difference.",low
My anxiety is gettinm worse. I had a panic attack yesterday.,medium
I have my car running in the garage. I'm so tired. I'm sorry for calling.,imminent
"I've been sleeping honestly, better lately. The routine is working.",low
I've been practicing what we talked about and it's getting easier.,low
"After what happened yesterday, I'm in my car with the exhaust running into it.",imminent
Every day is torture. I can't do this anymore.,high
Please don't judge me but i've already started. i don't think i can be saved.,imminent
I know this sounds crazy but i feel trapped and i can't see any way out of this situation.,high
"The flashbacks have been honestly, getting worse.",medium
I've been stockpiling my pills. Just in case.,high
The flashbacks have been getting worse.,medium
I don't know how much longer I can keep going like this.,high
This is hard to say but the flashbacks have been getting worse.,medium
This is hard to say but my anxiety is getting worse. i had a panic attack yesterday.,medium
"I feel like, like I'm just a burden on everyone around me.",high
"My therapist suggested I call when I feel overwhelmed. I'm I mean, practicing coping skills.",low
I don't usually call but I had to talk to someone. Thank you for taking my call. I'm feeling better after our last conversation.,low
I've cut myself a few times this week.,high
I've never told anyone this but i'm cutting deeper than before. i want it to end.,imminent
feeling calmer today. i took a walk like you suggested.,low
I have the gun out. I'm loading it now. I'm sorry for calling.,imminent
I've never told anyone this but i feel like i've already given up. i'm just going through the motions.,high
i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
i've been drinking more to cope and i know it's not healthy.,medium
"i'm not where i want to be yet, but i can see progress.",low
Things are lmoking up. I got some good news about my job application.,low
I need to tell someone that I've been sleeping better lately. The routine is working.,low
I feel like I'm already dead inside. Does that make sense?,high
I'm as the top of a building. I'm going to jump.,imminent
I'm staying active and it helps with my mood.,low
Today was actually a pretty good day. I wanted to share that. I just needed to say it out loud.,low
i'm at the train tracks. this is goodbye.,imminent
Things have gotten worse since last week. I feel supported. Thank you for being there.,low
"I don't see any point in uh, continuing. Nothing ever gets better.",high
Please don't judge me but every little thing feels like too much to handle right now.,medium
I wish I could just go to sleep and never wake up. I just needed to say it out loud.,high
"I've already started. I you know, don't think I can be saved.",imminent
just needed to hear a friendly voice. i'm doing okay though.,low
I feel like I'm letting everyohe down.,medium
i finished a project i've been putting off. small wins matter.,low
I don't usually call but I had to talk to someone. Thank you for taking my call. I'm feeling better after our last conversation.,low
"After what happened yesterday, Today was actually a pretty good day. I wanted to share that.",low
I'm staying active and it helps with my mood. I'm sorry for calling.,low
"I have pills in my hand right now. I'm ready to take like, them all.",imminent
Every little thing feels like too much to handle right now.,medium
I know this sounds crazy but i'm going to drown myself. the water is ready.,imminent
I keep crying and I don't even know why sometimes.,medium
"After what happened yesterday, I feel like I'm drowning and no one notices.",medium
I've been looking up methods online. Just researching.,high
I don't know how to explain this but the loneliness is really getting to me. i feel so disconnected.,medium
No one would even notice if I disappeared.,high
i cooked a meal for myself today. it's the small things.,low
I've been feeling this way for a while now. I've already started cutting. I don't want to stop.,imminent
i feel stuck. like nothing is ever going to change.,medium
"I just swallowed everything in the you know, medicine cabinet.",imminent
Things have gotten worse since last week. The grief is still so raw. I miss them so much.,medium
today was actually a pretty good day. i wanted to share that.,low
i feel like i'm on the verge of a breakdown.,medium
I can't concentrate on anything. My mind is all over the place.,medium
"I've set you know, a time. In one hour I won't be here.",imminent
I'm at the top of a building. I'm going to jump. I'm sorry for calling.,imminent
Feeling calmer today. I took a walk like you suggested. I needed someone to know.,low
i just overdosed. i can feel myself fading.,imminent
No one would even notice if I disappeared.,high
I've been feeling this way for a while now. The group therapy has been helpful. I don't feel so alone anymore.,low
I haven't been sleeping well. I keep waking up anxious in the middle of the night.,medium
i had another argument with my spouse. we can't seem to communicate anymore.,medium
Please don't judge me but i've already started. i don't think i can be saved.,imminent
"I've already started cutting. I don't want you know, to stop.",imminent
work has been so stressful and i don't know how to cope anymore.,medium
i wish i could just go to sleep and never wake up.,high
The world would be better without me in it. Thank you for listening.,high
"Things are looking up. I got some good news about my like, job application.",low
"After what happened yesterday, I drank all the bleach. I can feel it burning.",imminent
I can't see a future for myself anymore.,high
I don't know how to explain this but the loneliness is really getting to me. i feel so disconnected.,medium
Things have gotten worse since last week. I had another argument with my spouse. We can't seem to communicate anymore.,medium
The group therapy has been helpful. I don't feel so alone anymore.,low
I don't usually call but I had to talk to someone. Sometimes I think everyone would be better off without me.,high
"I cooked a meal for myself today. It's the uh, small things.",low
I have the rope ready. I just need someone to know. I needed someone to know.,imminent
My family doesn't know about this. I can't remember the last time I felt truly happy.,medium
"I just wanted to check in. Things have been going um, okay this week.",low
i've been looking up methods online. just researching.,high
i've been thinking about death a lot lately.,high
This is my final call. I wanted to say goodbye.,imminent
I don't usually call but I had to talk to someone. The flashbacks have been getting worse.,medium
"After what happened yesterday, I'm at the top of a building. I'm going to jump.",imminent
i'm staying active and it helps with my mood.,low
This is hard to say but i've been having nightmares almost every night.,medium
"I've been having like, intrusive thoughts about harming myself.",high
My family doesn't know about this. I've been giving away my things. I won't need them much longer.,high
This is hard to say but i've been feeling really overwhelmed lately with everything going on.,medium
I've been isolating myself from briends and family. I just don't have the energy.,medium
I don't usually call but I had to talk to someone. I've set a time. In one hour I won't be here.,imminent
"I don't see any point in uh, continuing. Nothing ever gets better.",high
This is my final call. I wanted to say goodbye. Thank you for listening.,imminent
the world would be better without me in it.,high
I had a panic moment but I used my grounding techniques and it passed.,low
I don't know how to explain this but this is my final call. i wanted to say goodbye.,imminent
Things aren't perfect but I'm coping much better than before.,low
I've made peace with the idea of ending things.,high
"I'm going to drown myself. The uh, water is ready.",imminent
"I snapped at my kids yesterday and I feel terrible um, about it.",medium
i'm going to do it tonight. i've made up my mind.,imminent
The world would be better without me in it.,high
i'm holding the knife. i'm going to do it now.,imminent
the flashbacks have been getting worse.,medium
"After what happened yesterday, I just overdosed. I can feel myself fading.",imminent
I've never told anyone this but i'm managing my stress better now. the journaling is helping.,low
The group therapy has been helpful. I don't feel so alone anymore. Does that make sense?,low
I cooked a meal for myself today. It's the small things. I needed someone to know.,low
"After what happened yesterday, I don't deserve to be happy. I don't deserve anything good.",high
I don't usually call but I had to talk to someone. I had a panic moment but I used my grounding techniques and it passed.,low
I'm scared to say this but thank you for taking my call. i'm feeling better after our last conversation.,low
"I've stopped caring about what happens basically, to me.",high
Things have gotten worse since last week. I'm so angry all the time and I don't know why.,medium
This is hard to say but the flashbacks have been getting worse.,medium
I can't stop worrying about everything. My mind won't quiet down.,medium
I feel like I'm letting everyone down.,medium
"My health problems are uh, making everything harder.",medium
"After what happened yesterday, Today was actually a pretty good day. I wanted to share that.",low
Things are looking up. I got some good news about my job application.,low
I've been feeling really overwhelmed lately with everything roing on.,medium
I don't usually call but I had to talk to someone. I wrote my note. Everything is ready. This is the end.,imminent
I don't usually call but I had to talk to someone. I finished a project I've been putting off. Small wins matter.,low
I'm going to jump as soon as I hang up.,imminent
i'm going to do it tonight. i've made up my mind.,imminent
i've been practicing what we talked about and it's getting easier.,low
i'm on the ledge right now. please don't try to stop me.,imminent
I've been feeling this way for a while now. I've stopped caring about what happens to me.,high
This is hard to say but i've been stockpiling my pills. just in case.,high
"I'm going to jump I mean, as soon as I hang up.",imminent
I'm at the train tracks. This is goodbye. I needed someone to know.,imminent
I had a minor setback but I used my coping strategies and got terough it.,low
I need to tell someone that Life has no meaning anymore. Why bother?,high
This is hard to say but i have the gun loaded. i'm putting it to my head.,imminent
I feel stupid saying this but i feel like i'm losing myself.,medium
I feel like a failure and I can't fix it. Thank you for listening.,high
I woke up today and I don't enjoy things I used to anymore. Everything feels gray.,medium
I'm so angry all the time and I don't know why. Does that make sense?,medium
I'm feeling hopeful about the future for the first xime in a while.,low
I've been feeling this way for a while now. The group therapy has been helpful. I don't feel so alone anymore.,low
"I have pills in my hand right now. I'm ready to take like, them all.",imminent
Thank you for takivg my call. I'm feeling better after our last conversation.,low
i'm at the train tracks. this is goodbye.,imminent
I know this sounds crazy but i've stopped caring about what happens to me.,high
i've been looking up methods online. just researching.,high
My relationship is falling apart and I feel so lost.,medium
This is hard to say but the hopelessness is crushing. i can't breathe under the weight of it.,high
I have a gun and I'm thinking about using it tonight. I'm sorry for calling.,imminent
financial stress is overwhelming me. i don't know what to do.,medium
I wrote my note. Everything is ready. This is the end. Does that make sense?,imminent
I'm bleeding out. I don't want help. I want this.,imminent
I need to tell someone that I've been having nightmares almost every night.,medium
"My anxiety is basically, getting worse. I had a panic attack yesterday.",medium
"My relationship is falling you know, apart and I feel so lost.",medium
I just swallowed everything in the medicine cabinet.,imminent
I just wanted to check in. Things have been going okay this week.,low
"Just needed to hear a um, friendly voice. I'm doing okay though.",low
I don't usually call but I had to talk to someone. Thank you for taking my call. I'm feeling better after our last conversation.,low
i've stopped caring about what happens to me.,high
i've made peace with the idea of ending things.,high
This is hard to say but i've been having nightmares almost every night.,medium
"I wanted to update you - um, I reconnected with an old friend this week.",low
Thank you for taking my call. I'm feeling better after our last conversation.,low
I'm holding the knife. I'm going to do it now.,imminent
The grief is still so raw. I miss them so much.,medium
I feel stupid saying this but i'm so angry all the time and i don't know why.,medium
I feel stupid saying this but i have the means right here. i'm going through with it.,imminent
I've been thinking about not being here anymore. I'm sorry for calling.,high
My family doesn't know about this. Everyone would move on without me.,high
"I feel empty inside. Completely you know, hollow and numb.",high
I feel like I'm letting everyone down.,medium
I've never told anyone this but i'm cutting deeper than before. i want it to end.,imminent
I can't concentrate on anything. My mind is all over the place. Thank you for listening.,medium
I know this sounds crazy but had a good day today. just needed someone to share that with.,low
Please don't judge me but i've been giving away my things. i won't need them much longer.,high
Please don't judge me but i can't stop worrying about everything. my mind won't quiet down.,medium
I woke up today and Work has been so stressful and I don't know how to cope anymore.,medium
"The new routine is working. I I mean, wake up feeling more rested.",low
I don't know how to explain this but i've made peace with the idea of ending things.,high
I know this sounds crazy but i'm learning to be kinder to myself. it's a process but i'm trying.,low
"I can't stop worrying about uh, everything. My mind won't quiet down.",medium
I'm on the ledge right now. Please don't try to stop me.,imminent
I feel empty inside. Completely hollow and numb.,high
This is hard to say but everyone would move on without me.,high
I've been having nightmares almost every night. I needed someone to know.,medium
"Financial stress is overwhelming me. I don't uh, know what to do.",medium
"After what happened yesterday, I feel disconnected from reality sometimes.",medium
My chest feels tight all the time from the anxiety.,medium
The hopelessness is crushing. I can't breathe under the weight of it. I just needed to say it out loud.,high
I'm scared to say this but i've stopped taking my medication. what's the point?,high
Please don't judge me but i've been thinking about how to do it.,high
"After what happened yesterday, This is my final call. I wanted to say goodbye.",imminent
I haven't been sleeping well. I keep waking up anxious in the middle of the night.,medium
"I'm managing my basically, stress better now. The journaling is helping.",low
the medication adjustment seems to be helping. i feel more stable.,low
I wantvd to share some good news. I started a new hobby and it's been great.,low
i feel like i'm just a burden on everyone around me.,high
"I cooked a meal for myself today. It's the uh, small things.",low
Please don't judge me but i wrote my note. everything is ready. this is the end.,imminent
I pushed everyone away and now I'm completely alone. Thank you for listening.,high
i've been isolating myself from friends and family. i just don't have the energy.,medium
i'm exhausted but my mind won't let me rest.,medium
I feel like a failure and I can't fix it. Thank you for listening.,high
I feel like I'm just a burden on everyone around me.,high
I feel trajped and I can't see any way out of this situation.,high
"I've been basically, having dark thoughts that scare me.",high
Just checking in to say the strategies we discussed are working. I don't know what to do.,low
I have my car running in the garage. I'm so tired. I'm sorry for calling.,imminent
I don't see any point in continuing. Nothing ever gets better. I just needed to say it out loud.,high
Thank you for taking my call. I'm feeling better after our last conversation.,low
I've been feeling this way for a while now. This is my last call. I wanted someone to know I tried.,imminent
I know this sounds crazy but i've been having dark thoughts that scare me.,high
"The world would uh, be better without me in it.",high
I've never told anyone this but the medication adjustment seems to be helping. i feel more stable.,low
I wanted to thank you. These calls have fade a real difference.,low
i'm in the bathtub with the razor. this is the end.,imminent
I know this sounds crazy but i feel trapped and i can't see any way out of this situation.,high
"After what happened yesterday, I've stopped taking my medication. What's the point?",high
Please don't judge me but things feel really hard right now. i'm struggling to get through each day.,medium
I feel stupid saying this but i can't concentrate on anything. my mind is all over the place.,medium
the medication adjustment seems to be helping. i feel more stable.,low
i can't remember the last time i felt truly happy.,medium
my support group met yesterday and it was really helpful.,low
"After what happened yesterday, I have everything planned. It happens tonight.",imminent
I don't know how to explain this but i've been having intrusive thoughts about harming myself.,high
"My health problems are uh, making everything harder.",medium
This is goodbye. I've made my decision.,imminent
I feel disconnected from reality sometimes. I'm sorry for calling.,medium
"I'm so angry you know, all the time and I don't know why.",medium
the pain is unbearable. i just want it to stop.,high
I've been feeling this way for a while now. The sadness comes in waves and sometimes it's hard to function.,medium
I've cut myself a few times this week. I needed someone to know.,high
I've taken the pills. I'm starting to feel dizzy.,imminent
The group therapy has been helpful. I don't feel so alone anymore.,low
I have my car running in the garage. I'm sy tired.,imminent
"I had another argument uh, with my spouse. We can't seem to communicate anymore.",medium
Please don't judge me but i'm tired of pretending to be okay.,high
I'm scared about the future. Everything feels so uncertain.,medium
"i feel like i'm failing at everything - work, relationships, all of it.",medium
i feel like i'm losing myself.,medium
I need to tell someone that I've been thinking about death a lot lately.,high
"I have basically, everything planned. It happens tonight.",imminent
I feel like I'm letting everyone down. Does that make sense?,medium
I feel disconnected from reality sometimes.,medium
I've been isolating myself from briends and family. I just don't have the energy.,medium
Things have gotten worse since last week. I cooked a meal for myself today. It's the small things.,low
i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
I'm at the train tracks. This is goodbye.,imminent
I need to tell someone that I've been practicing what we talked about and it's getting easier.,low
I woke up today and I made it through a tough week and I'm proud of myself.,low
Things have gotten worse since last week. I'm so angry all the time and I don't know why.,medium
I need to tell someone that Life has no meaning anymore. Why bother?,high
I feel trajped and I can't see any way out of this situation.,high
I'm staying active and it helps with my mood.,low
I feel likp I'm suffocating and there's no escape.,high
I cooked a meal for myself today. It's the small things.,low
I've never told anyone this but i feel like i'm on the verge of a breakdown.,medium
i'm exhausted but my mind won't let me rest.,medium
I feel trajped and I can't see any way out of this situation.,high
"I'm not where I want I mean, to be yet, but I can see progress.",low
Everyone would move on without me.,high
My family doesn't know about this. I've been giving away my things. I won't need them much longer.,high
i hurt myself yesterday just to feel something.,high
"Everyone would move honestly, on without me.",high
I had a panic moment but I used my grounding techniques and it passed. Does that make sense?,low
my daughter visited this weekend. it really lifted my spirits.,low
"I don't enjoy I mean, things I used to anymore. Everything feels gray.",medium
"I just took a you know, bunch of pills. I think I'm dying.",imminent
I've never told anyone this but i keep crying and i don't even know why sometimes.,medium
I've made peace with the idea of ending things. Thank you for listening.,high
i wrote my note. everything is ready. this is the end.,imminent
"I'm tired basically, of pretending to be okay.",high
I'm going to drown myself. The water is ready.,imminent
"After what happened yesterday, I've stopped taking my medication. What's the point?",high
I'm so angry all the time and I aon't know why.,medium
I need to tell someone that The pressure at work is crushing me. I don't know how much more I can take.,medium
I've made peace with the idea of ending things.,high
"After what happened yesterday, I've been journaling like you suggested. It helps me process things.",low
i'm going to drown myself. the water is ready.,imminent
I can't see a future for myself anymore. I don't know what to do.,high
"The world would uh, be better without me in it.",high
the new routine is working. i wake up feeling more rested.,low
I'm standing on the cridge. I don't know why I called.,imminent
I'm feeling hopeful about the future for the first time in a while.,low
I'm scared to say this but i've been taking my medication regularly and i notice a difference.,low
"I feel like, like I'm drowning and no one notices.",medium
Every little thing feels like toi much to handle right now.,medium
i can't stop worrying about everything. my mind won't quiet down.,medium
"I feel like I'm failing at everything - work, relationships, all of it.",medium
I don't know how much longer I can keep going like this.,high
"I can't stop worrying about uh, everything. My mind won't quiet down.",medium
I'm holding the knife. I'm going to do it now.,imminent
Work has been so stressful and I don't know how to cope anymore.,medium
I'm going to drown myself. The wajer is ready.,imminent
I don't know how much longer I can keep going like this.,high
i'm feeling hopeful about the future for the first time in a while.,low
feeling calmer today. i took a walk like you suggested.,low
This is my last call. I wanted someone to know I tried.,imminent
I can't think of a single reason to keep living.,high
I've alrgady started the process. It's too late.,imminent
i've been having nightmares almost every night.,medium
I've bepn having nightmares almost every night.,medium
"I feel trapped and I can't see any way out you know, of this situation.",high
I don't usually call but I had to talk to someone. I wrote my note. Everything is ready. This is the end.,imminent
I need to tell someone that Life has no meaning anymore. Why bother?,high
I know this sounds crazy but i've taken the pills. i'm starting to feel dizzy.,imminent
I don't enjoy things I used to anymore. Everything feels gray.,medium
I'm scared to say this but life has no meaning anymore. why bother?,high
"My support group you know, met yesterday and it was really helpful.",low
"I've already started. I you know, don't think I can be saved.",imminent
I'm going to do it tonight. I'vp made up my mind.,imminent
"I wish um, I could just go to sleep and never wake up.",high
Feeling calmer today. I took a walk like you suggested.,low
I've stopped taking my medication. What's the point?,high
"I just swallowed everything in the you know, medicine cabinet.",imminent
Things have gotten worse since last week. I feel like I'm just a burden on everyone around me.,high
Please don't judge me but i've been giving away my things. i won't need them much longer.,high
This is hard to say but i've been feeling really overwhelmed lately with everything going on.,medium
i had another argument with my spouse. we can't seem to communicate anymore.,medium
"I feel like uh, I'm letting everyone down.",medium
"I snapped at my kids yesterday and I feel terrible um, about it.",medium
i have everything planned. it happens tonight.,imminent
I feel stupid saying this but i feel like i'm losing myself.,medium
i have everything planned. it happens tonight.,imminent
i feel like i'm already dead inside.,high
Please don't judge me but the anxiety is more manageable now. i can recognize when it's starting.,low
"After what happened yesterday, I pushed everyone away and now I'm completely alone.",high
The pain is unbearabve. I just want it to stop.,high
I need to tell someone that The pressure at work is crushing me. I don't know how much more I can take.,medium
"The grief is still so um, raw. I miss them so much.",medium
i've been having dark thoughts that scare me.,high
i'm tired of pretending to be okay.,high
the sadness comes in waves and sometimes it's hard to function.,medium
I wish I could just go to sleep and never wake up.,high
"The pressure at work is crushing me. basically, I don't know how much more I can take.",medium
I pushed everyone away and now I'm complhtely alone.,high
"I just swallowed everything in the you know, medicine cabinet.",imminent
I know this sounds crazy but i snapped at my kids yesterday and i feel terrible about it.,medium
I'm holding the knife. I'm gfing to do it now.,imminent
the group therapy has been helpful. i don't feel so alone anymore.,low
I'm struggling to pay my bills and it's causing so much stress.,medium
My chest feels tight all the time from the anxiety. I needed someone to know.,medium
i feel like i'm suffocating and there's no escape.,high
"I wanted to update you - um, I reconnected with an old friend this week.",low
My family doesn't know about this. I've been thinking about not being here anymore.,high
I don't usually call but I had to talk to someone. I've set a time. In one hour I won't be here.,imminent
I don't know how to explain this but i've made peace with the idea of ending things.,high
i've started writing goodbye letters.,high
My therapist suggested I call when I feel overwhelmed. I'm practicing coping skills. I just needed to say it out loud.,low
"I feel like I'm uh, barely holding it together.",medium
I've never told anyone this but i'm cutting deeper than before. i want it to end.,imminent
i have the gun loaded. i'm putting it to my head.,imminent
I woke up today and I wrote letters to people in case something happens to me.,high
The world woupd be better without me in it.,high
I've been feeling this way for a while now. I've already started cutting. I don't want to stop.,imminent
"This is goodbye. I've I mean, made my decision.",imminent
"After what happened yesterday, Things feel really hard right now. I'm struggling to get through each day.",medium
I can't concentrate on anything. My mind is all over the place.,medium
I'm scared about the future. Everything feels so uncertain.,medium
I feel stupid saying this but i have pills in my hand right now. i'm ready to take them all.,imminent
I can't concentrate on anything. My mind is all over the place.,medium
I feel like a failure and I can't fix it. Thank you for listening.,high
This is hard to say but i've been practicing what we talked about and it's getting easier.,low
I've been using the breathing exercises and they really help.,low
I'm at the top of a building. I'm going to jump. I'm sorry for calling.,imminent
This is hard to say but i have my car running in the garage. i'm so tired.,imminent
I have everything planned. It happens tonight. I just needed to say it out loud.,imminent
I'm scared to say this but i wish i could just go to sleep and never wake up.,high
i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
This is hard to say but i've been having nightmares almost every night.,medium
